Roll_Number,Student_Name,Gender,English,Kannada,Hindi,Maths,Science,Social
2154, Hari Krishnan, M,99,56,94,87,71,93
2155, Priya Ram, F,63,57,95,77,88,68
2156, Sam Manny, M,93,61,86,61,52,82
2157, S N Prathap Kumar, M,81,56,89,51,88,86
2158, Bob Joe, M,69,71,92,93,93,57
2159, lakshmi gopal, M,64,88,55,85,54,66
2160, S. Devi, F,57,92,56,67,68,95
2201, D.P. Ravi Kiran, M,82,61,60,76,74,70
2202, Shanaya Gurumurthi S, F,64,76,92,89,72,62
2203, Priya Ram, F,54,83,90,97,86,76
2204, Pallavi Singh, F,78,60,96,99,75,96
2205, Neha Jagga, F,60,91,96,58,77,94
2206, Siva Kumar, M,70,72,66,84,61,97
2207, Prathiban, M,89,77,89,62,66,86
2208, lalitha kumari, F,63,73,82,51,53,51
2209, Pratap kumar, M,66,77,50,50,62,99
2210, Prabhanjan, M,76,87,81,56,61,58
2211, Hari Krishnan, M,85,68,71,69,79,58
2212, Dean Winchester, M,56,67,79,59,76,82
2213, Ashok Singh, M,92,88,51,59,93,75
2214, Sachin Sharma, M,76,84,59,76,61,89
2215, Anu Paul, F,50,63,67,93,66,90
2216, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,80,77,91,99,84,83
2217, M.K Sharma, M,81,67,77,52,99,77
2218, Navneet Dubey, M,98,87,60,68,96,88
2219, vijay kumar t r, M,91,57,53,79,71,96
2220, Kishan, M,57,83,100,82,85,97
2221, Rakesh Kashyap, M,95,86,64,53,84,99
2222, lakshmi gopal, M,92,89,96,83,64,95
2223, Anuj Malhotra, M,95,74,67,88,89,56
2224, S. Devi, F,50,96,77,57,60,91
2225, Khasim, M,82,63,88,58,68,56
2226, Anthony Kumar, M,68,100,52,76,66,51
2227, Ravi Kiran, M,88,97,67,50,59,66
2228, vijayakanth T.S.V, M,96,98,75,89,53,94
2229, Swapna.S.P, F,61,87,62,53,97,72
2230, Akansha Y, F,54,73,91,92,83,60
2231, Hari Krishna, M,86,81,96,55,88,69
2232, Gayathri K P, F,51,90,90,53,51,56
2233, S.P.Swaroop, M,67,80,70,62,74,52
2234, Paul George, M,97,70,85,67,98,86
2235, Subhashish Bhattacharjee, M,95,55,94,81,70,93
2236, Manohar Sharma, M,89,84,50,76,75,66
2237, Sridhar, M,88,90,54,94,89,94
2238, Priyanka Y, F,76,96,63,80,65,57
2239, Kumara Krupa Parvath, M,92,87,91,75,52,51
2240, Anirudh Mahato, M,80,97,78,52,71,51
2241, Bob Joe, M,68,93,100,73,72,67
2242, Aby Abraham K, M,98,91,87,62,87,52
2243, Tushar Gupta, M,100,55,73,78,77,61
2244, Annand Mukund Rao, M,92,78,84,96,74,89
2245, Sunil Kumar .K., M,70,99,73,81,68,65
2246, Suhasini.M, F,72,66,100,68,93,60
2247, gopalkumari k s, F,93,59,88,77,93,100
2248, G Chitra Shenai, F,71,84,87,74,52,100
2249, Bernadtette Rostenkowski, F,86,73,79,100,66,83
2250, Krishna Hari, M,90,99,72,91,96,68
2251, A.B.C Sita, F,83,77,95,55,71,90
2252, Anand, M,60,56,83,83,53,55
2253, Ashok Kumar, M,100,86,84,63,74,87
2254, Indranil Sarkar, M,69,60,99,78,77,58
2255, Subhash.K.U, M,84,60,99,68,73,89
2256, Deeksha Jiwani, F,74,72,94,87,78,86
2257, kumar, M,85,50,62,97,65,92
2258, Neha Mehta, M,57,79,100,86,74,54
2259, F A Khan, M,61,70,82,64,73,79
2260, Ravi kishan, M,73,53,50,79,74,91
2301, Khasim, M,62,61,80,67,86,86
2302, kumar, M,53,77,70,98,50,50
2303, Subhash.K.U, M,54,81,62,91,65,64
2304, Bernadtette Rostenkowski, F,55,92,85,80,85,92
2305, Gayathri K P, F,80,88,69,76,96,92
2306, Ravi kishan, M,80,77,88,59,99,89
2307, Deeksha Jiwani, F,59,78,89,97,72,69
2308, Kishan, M,94,85,83,60,62,64
2309, Ravi Kiran, M,83,58,98,75,92,68
2310, Sunil Kumar .K., M,66,90,98,80,61,84
2311, Sridhar, M,85,74,72,50,61,100
2312, Ravichandra S, M,68,50,96,89,70,89
2313, Paul George, M,60,66,92,77,94,93
2314, Indranil Sarkar, M,80,72,86,88,63,65
2315, F A Khan, M,62,81,79,87,84,63
2316, Pratap kumar, M,58,83,85,86,89,61
2317, Anthony Kumar, M,91,59,92,63,84,76
2318, Navneet Dubey, M,91,86,74,58,97,100
2319, Tushar Gupta, M,74,82,98,82,88,92
2320, Anand, M,95,93,61,97,94,100
2321, Neha Jagga, F,88,50,52,57,82,80
2322, S.P.Swaroop, M,65,87,75,80,97,75
2323, M.K Sharma, M,86,94,68,57,52,89
2324, Anu Paul, F,59,67,93,51,85,100
2325, Shanaya Gurumurthi S, F,72,60,60,65,91,61
2326, Ashok Kumar, M,73,53,100,83,98,81
2327, Suhasini.M, F,90,83,57,66,89,80
2328, G Chitra Shenai, F,50,74,66,52,68,97
2329, Neha Mehta, M,75,90,99,55,55,51
2330, Ashok Singh, M,86,77,92,92,53,64
2331, Sunita rani kumari, F,71,72,83,54,77,68
2332, Prabhanjan, M,78,83,72,74,61,78
2333, vijayakanth T.S.V, M,84,84,62,82,56,98
2334, Siva Kumar, M,97,94,86,71,79,76
2335, Hari Krishna, M,78,61,98,65,62,64
2336, A.B.C Sita, F,77,80,61,89,51,98
2337, lalitha kumari, F,87,60,50,72,90,91
2338, Kumara Krupa Parvath, M,54,91,82,96,68,81
2339, Sam Manny, M,61,74,56,80,61,73
2340, Anuj Malhotra, M,68,72,70,74,50,59
2341, Bob Joe, M,65,98,71,100,76,86
2342, Prathiban, M,71,62,61,72,64,93
2343, Anirudh Mahato, M,80,60,93,68,50,59
2344, D.P. Ravi Kiran, M,58,80,96,90,97,55
2345, Priyanka Y, F,53,62,72,63,51,61
2346, S. Devi, F,80,81,57,73,86,94
2347, Hari Krishnan, M,63,94,56,86,70,69
2348, Aby Abraham K, M,87,91,66,98,56,63
2349, Annand Mukund Rao, M,77,81,88,68,55,92
2350, Ankit Saxena, F,90,58,50,85,53,53
2351, Manohar Sharma, M,53,77,88,58,57,83
2352, vijay kumar t r, M,52,71,57,82,78,83
2353, Sachin Sharma, M,71,64,92,70,100,82
2354, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,92,61,92,98,81,85
2355, Priya Ram, F,80,79,74,85,62,100
2356, Krishna Hari, M,77,80,97,97,94,59
2357, lakshmi gopal, M,67,61,60,97,83,74
2358, Subhashish Bhattacharjee, M,99,80,51,61,99,97
2359, Rakesh Kashyap, M,51,73,85,72,87,98
2360, Aiswarya Mohan, F,83,62,59,76,72,54
2401, S. Devi, F,75,58,74,83,93,70
2402, Deeksha Jiwani, F,57,54,100,64,86,64
2403, Indranil Sarkar, M,91,64,91,99,95,68
2404, Shanaya Gurumurthi S, F,57,59,53,59,56,69
2405, Sunil Kumar .K., M,51,66,59,59,92,77
2406, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,70,53,54,96,61,57
2407, Prathiban, M,92,78,94,76,88,63
2408, Swapna.S.P, F,100,50,94,56,62,79
2409, Suhasini.M, F,73,62,99,57,100,93
2410, A.B.C Sita, F,77,61,85,52,98,94
2411, Hari Krishnan, M,98,57,84,100,78,57
2412, Annand Mukund Rao, M,68,58,53,67,58,66
2413, kumar, M,61,62,53,77,53,69
2414, gopalkumari k s, F,86,98,51,59,50,80
2415, Khasim, M,91,80,50,73,98,53
2416, Subhash.K.U, M,89,75,50,59,85,78
2417, Siva Kumar, M,60,91,84,74,65,84
2418, Neha Jagga, F,90,51,80,81,59,69
2419, Prabhanjan, M,60,94,89,83,55,51
2420, S.P.Swaroop, M,74,54,83,92,50,92
2421, Anirudh Mahato, M,86,91,98,74,68,58
2422, Pallavi Singh, F,50,79,100,71,93,52
2423, Paul George, M,55,73,75,78,90,84
2424, S N Prathap Kumar, M,97,64,97,94,69,78
2425, Manohar Sharma, M,85,77,80,83,97,98
2426, Ankit Saxena, F,75,91,59,94,51,61
2427, Anthony Kumar, M,97,62,62,65,66,71
2428, Kumara Krupa Parvath, M,84,67,87,51,98,51
2429, Dean Winchester, M,95,69,98,74,66,62
2430, Akansha Y, F,58,90,54,56,65,89
2431, Priyanka Y, F,64,54,53,82,79,50
2432, Anand, M,81,75,57,71,100,67
2433, Anu Paul, F,99,83,76,83,95,81
2434, Sachin Sharma, M,96,95,79,63,79,57
2435, Bernadtette Rostenkowski, F,87,58,72,64,57,89
2436, Gayathri K P, F,91,71,81,96,61,99
2437, Ravichandra S, M,98,81,72,81,52,50
2438, Kishan, M,71,75,90,58,85,72
2439, Rakesh Kashyap, M,99,60,82,73,94,52
2440, Anuj Malhotra, M,66,71,94,71,62,98
2441, lalitha kumari, F,72,64,68,85,64,73
2442, G Chitra Shenai, F,78,68,88,59,79,81
2443, lakshmi gopal, M,87,56,76,80,64,76
2444, Pratap kumar, M,100,74,60,73,60,83
2445, M.K Sharma, M,54,59,84,80,68,57
2446, Sam Manny, M,62,53,54,81,75,86
2447, F A Khan, M,54,53,99,54,87,75
2448, Bob Joe, M,99,63,99,98,58,65
2449, Subhashish Bhattacharjee, M,91,65,70,79,65,56
2450, Neha Mehta, M,57,87,85,71,51,96
2451, D.P. Ravi Kiran, M,72,75,52,77,72,99
2452, vijayakanth T.S.V, M,92,51,66,61,100,83
2453, Ravi Kiran, M,68,53,60,98,86,72
2454, Ashok Kumar, M,99,76,75,74,89,53
2455, Sridhar, M,87,63,57,53,88,61
2456, Aby Abraham K, M,68,59,90,100,83,52
2457, Tushar Gupta, M,86,64,74,76,50,62
2458, Hari Krishna, M,86,96,66,63,67,70
2459, vijay kumar t r, M,69,57,99,69,85,63
2460, Krishna Hari, M,97,59,97,68,53,70
2501, Deeksha Jiwani, F,78,76,93,93,93,65
2502, Subhashish Bhattacharjee, M,72,65,87,53,69,79
2503, Suhasini.M, F,84,87,93,69,82,63
2504, Bernadtette Rostenkowski, F,59,63,66,84,79,52
2505, Kumara Krupa Parvath, M,59,66,61,88,78,53
2506, vijay kumar t r, M,79,58,98,81,63,51
2507, Shanaya Gurumurthi S, F,97,88,76,100,97,95
2508, Gayathri K P, F,73,58,56,78,79,73
2509, D.P. Ravi Kiran, M,97,67,88,86,55,95
2510, Ashok Singh, M,95,71,54,80,76,99
2511, vijayakanth T.S.V, M,100,70,60,74,73,68
2512, lalitha kumari, F,66,53,89,96,51,91
2513, Tushar Gupta, M,69,98,74,72,92,72
2514, F A Khan, M,66,67,58,61,65,52
2515, Hari Krishna, M,63,71,76,52,59,75
2516, Sachin Sharma, M,53,64,61,66,83,84
2517, lakshmi gopal, M,61,72,92,90,89,68
2518, M.K Sharma, M,84,82,60,93,66,79
2519, Swapna.S.P, F,59,89,55,100,99,98
2520, S.P.Swaroop, M,57,88,59,84,73,92
2521, Sridhar, M,59,93,63,73,70,66
2522, Sam Manny, M,78,94,71,92,59,53
2523, Ravi Kiran, M,87,61,54,97,61,65
2524, Bob Joe, M,56,69,73,53,89,99
2525, Anirudh Mahato, M,61,63,53,85,92,94
2526, Rakesh Kashyap, M,98,50,57,56,75,62
2527, Prabhanjan, M,100,72,57,70,72,62
2528, Pallavi Singh, F,71,59,53,65,78,60
2529, Priyanka Y, F,56,69,95,83,55,56
2530, A.B.C Sita, F,81,77,81,54,59,79
2531, Sunil Kumar .K., M,51,88,57,88,52,57
2532, gopalkumari k s, F,72,96,58,80,54,84
2533, Sunita rani kumari, F,98,85,92,94,94,88
2534, Manohar Sharma, M,67,75,82,78,63,84
2535, Akansha Y, F,93,65,87,65,68,74
2536, Ravi kishan, M,51,69,80,70,97,60
2537, S N Prathap Kumar, M,82,55,96,65,74,90
2538, Anand, M,93,53,71,94,67,100
2539, Anu Paul, F,82,61,85,55,73,63
2540, Neha Mehta, M,50,89,52,100,92,87
2541, Krishna Hari, M,67,72,72,54,94,96
2542, kumar, M,70,68,88,95,60,93
2543, Navneet Dubey, M,55,75,69,62,51,81
2544, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,59,100,64,55,83,54
2545, Anuj Malhotra, M,63,71,64,55,89,57
2546, Pratap kumar, M,88,62,65,87,60,76
2547, Ravichandra S, M,91,99,80,60,65,61
2548, S. Devi, F,55,71,74,85,84,60
2549, Kishan, M,54,73,93,93,98,88
2550, Ankit Saxena, F,64,52,58,62,74,82
2551, G Chitra Shenai, F,52,99,74,51,75,64
2552, Aby Abraham K, M,80,69,57,87,85,96
2553, Prathiban, M,75,77,74,65,91,92
2554, Siva Kumar, M,64,69,87,54,92,63
2555, Priya Ram, F,70,72,94,50,58,100
2556, Khasim, M,80,61,75,82,77,70
2557, Ashok Kumar, M,71,74,69,54,53,63
2558, Dean Winchester, M,97,61,64,81,100,51
2559, Annand Mukund Rao, M,72,79,68,65,83,61
2560, Indranil Sarkar, M,82,90,93,68,51,55
2601, Sam Manny, M,94,52,55,76,73,78
2602, Hari Krishna, M,82,80,76,92,58,90
2603, Prabhanjan, M,56,78,71,67,60,92
2604, Krishna Hari, M,69,86,73,50,53,93
2605, Aiswarya Mohan, F,95,57,97,80,99,90
2606, Sachin Sharma, M,78,75,79,53,66,66
2607, gopalkumari k s, F,52,81,52,59,76,74
2608, Subhashish Bhattacharjee, M,68,94,50,61,75,59
2609, Ravi Kiran, M,84,73,59,58,55,90
2610, S.P.Swaroop, M,79,70,78,51,51,72
2611, Ravichandra S, M,53,64,62,61,95,98
2612, S. Devi, F,76,79,100,100,66,91
2613, F A Khan, M,96,67,70,54,99,62
2614, Khasim, M,62,90,84,59,74,90
2615, Manohar Sharma, M,87,67,74,52,99,60
2616, Shanaya Gurumurthi S, F,50,85,60,51,66,69
2617, Anirudh Mahato, M,85,52,100,81,91,53
2618, Anuj Malhotra, M,98,91,66,87,94,69
2619, Hari Krishnan, M,56,98,52,88,75,64
2620, Paul George, M,76,67,93,89,54,77
2621, Neha Mehta, M,56,57,100,61,86,87
2622, Anthony Kumar, M,50,55,76,86,80,98
2623, Sunil Kumar .K., M,79,76,88,61,71,97
2624, Priya Ram, F,68,68,52,66,90,55
2625, Navneet Dubey, M,72,51,92,91,98,75
2626, Bernadtette Rostenkowski, F,92,99,68,89,90,69
2627, vijay kumar t r, M,89,90,98,88,89,58
2628, Anand, M,85,67,60,70,60,68
2629, Neha Jagga, F,76,90,62,57,68,96
2630, Prathiban, M,63,73,78,95,91,67
2631, Ankit Saxena, F,56,100,88,66,80,56
2632, Tushar Gupta, M,90,85,78,70,89,87
2633, Gayathri K P, F,84,53,75,84,71,93
2634, Annand Mukund Rao, M,81,69,87,59,81,92
2635, Kishan, M,58,57,86,98,53,60
2636, Rakesh Kashyap, M,77,65,59,62,66,78
2637, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,70,57,50,75,72,57
2638, Kumara Krupa Parvath, M,76,69,77,59,95,85
2639, Subhash.K.U, M,66,93,56,78,62,57
2640, Pratap kumar, M,86,82,88,73,76,82
2641, Deeksha Jiwani, F,92,78,82,74,91,80
2642, G Chitra Shenai, F,86,97,73,84,98,98
2643, Sunita rani kumari, F,60,76,85,50,94,63
2644, Neha S. Swaminathan, F,86,77,86,94,66,71
2645, vijayakanth T.S.V, M,73,92,92,88,73,93
2646, Priyanka Y, F,86,96,62,90,91,81
2647, A.B.C Sita, F,64,86,82,62,88,88
2648, Ashok Singh, M,52,81,95,59,67,98
2649, M.K Sharma, M,78,50,94,50,85,69
2650, lalitha kumari, F,61,55,73,74,60,88
2651, kumar, M,84,83,88,79,95,88
2652, Bob Joe, M,89,56,71,83,75,73
2653, Ashok Kumar, M,78,99,91,73,66,98
2654, lakshmi gopal, M,59,55,97,82,52,84
2655, Suhasini.M, F,97,64,89,50,87,78
2656, Swapna.S.P, F,83,72,60,51,100,77
2657, Akansha Y, F,53,85,68,69,70,97
2658, S N Prathap Kumar, M,95,93,62,55,56,67
2659, Anu Paul, F,60,65,71,74,86,69
2660, Sridhar, M,95,82,53,75,84,57
2701, Anthony Kumar, M,90,62,81,53,93,71
2702, Sam Manny, M,51,82,88,56,53,78
2703, Indranil Sarkar, M,77,81,50,64,61,54
2704, lakshmi gopal, M,76,53,80,50,94,62
2705, S N Prathap Kumar, M,61,81,80,68,97,99
2706, Ravi kishan, M,64,76,86,54,79,60
2707, Subhashish Bhattacharjee, M,94,67,69,65,50,59
2708, G Chitra Shenai, F,82,94,62,55,60,80
2709, kumar, M,75,99,99,74,58,55
2710, Neha Jagga, F,77,65,84,66,64,63
2711, Krishna Hari, M,99,58,75,56,79,64
2712, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,63,79,79,80,58,94
2713, Sridhar, M,84,89,50,83,98,64
2714, Swapna.S.P, F,60,78,81,78,88,90
2715, gopalkumari k s, F,71,56,91,59,78,93
2716, Neha S. Swaminathan, F,100,91,54,72,87,77
2717, Ashok Singh, M,77,87,82,73,54,84
2718, Aiswarya Mohan, F,68,86,91,58,82,76
2719, Siva Kumar, M,70,51,90,90,98,51
2720, F A Khan, M,92,56,93,80,92,58
2721, vijayakanth T.S.V, M,80,99,66,70,50,53
2722, Priyanka Y, F,79,72,61,92,59,89
2723, Pratap kumar, M,90,77,84,69,85,63
2724, Bernadtette Rostenkowski, F,83,92,77,82,76,95
2725, A.B.C Sita, F,76,79,84,64,93,96
2726, Anu Paul, F,76,67,67,59,84,88
2727, Dean Winchester, M,84,87,84,65,53,68
2728, Shanaya Gurumurthi S, F,95,98,99,92,90,53
2729, Ravichandra S, M,80,82,63,99,55,68
2730, Ashok Kumar, M,57,99,91,64,97,68
2731, Paul George, M,88,78,55,59,57,93
2732, Rakesh Kashyap, M,64,99,81,77,93,53
2733, Annand Mukund Rao, M,66,89,97,79,73,58
2734, Bob Joe, M,87,79,55,89,73,76
2735, Ravi Kiran, M,66,98,57,90,97,70
2736, Prathiban, M,88,57,87,52,79,74
2737, Anand, M,72,90,90,76,92,57
2738, lalitha kumari, F,74,99,86,63,72,70
2739, Anirudh Mahato, M,97,70,71,55,82,69
2740, Navneet Dubey, M,66,57,95,70,96,96
2741, Neha Mehta, M,90,82,89,88,66,72
2742, Khasim, M,97,95,52,88,59,59
2743, Gayathri K P, F,87,95,55,90,93,100
2744, Deeksha Jiwani, F,91,90,93,97,60,74
2745, Prabhanjan, M,89,85,57,91,96,51
2746, S. Devi, F,71,74,55,93,74,90
2747, Kishan, M,89,77,52,82,99,68
2748, D.P. Ravi Kiran, M,92,65,100,62,67,55
2749, Manohar Sharma, M,82,94,98,81,71,57
2750, Aby Abraham K, M,60,69,56,69,78,100
2751, S.P.Swaroop, M,90,83,75,68,72,77
2752, M.K Sharma, M,83,70,62,53,90,62
2753, Akansha Y, F,83,74,67,72,80,55
2754, Sunita rani kumari, F,64,54,98,95,54,92
2755, Hari Krishnan, M,88,82,75,73,64,70
2756, vijay kumar t r, M,96,63,56,99,66,73
2757, Sachin Sharma, M,72,89,95,74,84,56
2758, Hari Krishna, M,82,89,97,83,55,91
2759, Sunil Kumar .K., M,91,76,66,69,72,96
2760, Tushar Gupta, M,87,92,85,76,84,55
2801, Aby Abraham K, M,84,56,92,90,87,60
2802, Ravichandra S, M,67,65,70,84,64,51
2803, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,59,75,87,79,94,97
2804, Manohar Sharma, M,69,79,96,90,96,78
2805, Krishna Hari, M,60,82,60,69,86,71
2806, Priyanka Y, F,96,65,53,75,87,97
2807, Ashok Singh, M,93,67,65,95,70,63
2808, Prathiban, M,69,63,77,91,79,69
2809, Anu Paul, F,100,61,100,73,86,100
2810, Priya Ram, F,80,82,98,55,93,67
2811, Anthony Kumar, M,62,86,70,86,73,50
2812, G Chitra Shenai, F,97,71,94,64,59,67
2813, Prabhanjan, M,99,69,79,54,88,62
2814, Aiswarya Mohan, F,89,65,64,53,69,76
2815, Sam Manny, M,82,51,72,88,66,86
2816, Subhash.K.U, M,79,85,55,77,61,61
2817, Paul George, M,65,70,99,71,75,54
2818, Sunita rani kumari, F,52,70,97,53,57,80
2819, Khasim, M,92,67,92,61,91,67
2820, Pallavi Singh, F,93,76,77,60,84,53
2821, lakshmi gopal, M,99,53,94,83,72,72
2822, S. Devi, F,88,94,93,73,56,50
2823, Annand Mukund Rao, M,66,85,58,91,100,99
2824, Shanaya Gurumurthi S, F,98,95,91,65,60,84
2825, Bob Joe, M,98,53,97,80,66,97
2826, Siva Kumar, M,62,60,64,86,67,78
2827, vijay kumar t r, M,68,55,69,53,68,75
2828, Neha Mehta, M,80,54,64,90,96,90
2829, Rakesh Kashyap, M,67,80,79,89,93,98
2830, D.P. Ravi Kiran, M,91,96,53,89,89,65
2831, Sachin Sharma, M,100,55,87,62,69,51
2832, Dean Winchester, M,81,76,83,97,83,83
2833, Hari Krishnan, M,64,63,100,79,65,89
2834, Sunil Kumar .K., M,80,89,77,55,77,57
2835, Anuj Malhotra, M,93,62,89,85,91,83
2836, Deeksha Jiwani, F,65,61,79,99,87,74
2837, Anirudh Mahato, M,54,100,91,58,86,83
2838, Akansha Y, F,76,88,62,93,70,62
2839, Neha Jagga, F,84,93,57,90,57,60
2840, Indranil Sarkar, M,87,60,68,84,66,81
2841, Subhashish Bhattacharjee, M,92,87,63,76,69,84
2842, gopalkumari k s, F,64,57,53,100,50,91
2843, Swapna.S.P, F,54,74,64,100,61,61
2844, Kumara Krupa Parvath, M,89,79,94,75,83,83
2845, Neha S. Swaminathan, F,55,70,65,76,97,54
2846, S N Prathap Kumar, M,58,85,50,86,80,85
2847, Hari Krishna, M,90,51,56,76,74,84
2848, Tushar Gupta, M,92,50,51,65,89,52
2849, Anand, M,65,64,50,89,94,60
2850, Bernadtette Rostenkowski, F,56,94,51,66,59,89
2851, Kishan, M,95,70,98,79,52,78
2852, Sridhar, M,88,57,59,82,77,69
2853, Pratap kumar, M,82,86,78,87,68,54
2854, Suhasini.M, F,59,82,85,77,88,60
2855, Navneet Dubey, M,55,92,88,60,98,64
2856, Gayathri K P, F,63,64,81,91,100,65
2857, Ravi kishan, M,82,92,76,79,66,92
2858, Ashok Kumar, M,71,64,59,77,77,91
2859, F A Khan, M,52,59,75,82,69,77
2860, S.P.Swaroop, M,90,57,60,96,96,89
3101, Rakesh Kashyap, M,98,62,55,76,98,63
3102, Ravichandra S, M,97,50,57,79,62,70
3103, Ashok Kumar, M,60,81,50,73,82,59
3104, S.P.Swaroop, M,65,61,58,79,63,61
3105, Ravi Kiran, M,66,65,65,87,74,93
3106, Neha Mehta, M,77,58,59,54,100,51
3107, Sunita rani kumari, F,88,53,60,91,81,72
3108, Priyanka Y, F,61,53,67,81,59,85
3109, Swapna.S.P, F,75,93,53,98,93,53
3110, Shanaya Gurumurthi S, F,78,52,97,84,70,83
3111, Ravi kishan, M,75,85,86,50,89,96
3112, Pallavi Singh, F,58,88,54,66,83,90
3113, vijay kumar t r, M,65,79,55,86,56,56
3114, Anand, M,89,59,95,53,90,72
3115, Kishan, M,57,52,76,84,72,70
3116, Anirudh Mahato, M,76,65,83,61,85,80
3117, D.P. Ravi Kiran, M,81,52,64,88,71,68
3118, lakshmi gopal, M,55,83,58,85,60,83
3119, Navneet Dubey, M,51,64,81,54,92,58
3120, Kumara Krupa Parvath, M,58,63,55,84,100,51
3121, Prabhanjan, M,57,86,78,70,87,58
3122, Deeksha Jiwani, F,59,99,64,54,64,86
3123, Prathiban, M,88,62,98,81,91,69
3124, Gayathri K P, F,75,57,72,72,60,54
3125, Bob Joe, M,61,94,75,69,85,58
3126, Aiswarya Mohan, F,87,73,82,76,65,71
3127, M.K Sharma, M,97,99,95,56,86,80
3128, Siva Kumar, M,58,88,55,92,66,56
3129, gopalkumari k s, F,87,97,77,99,95,84
3130, Indranil Sarkar, M,79,80,62,60,75,55
3131, S N Prathap Kumar, M,66,77,59,88,74,83
3132, Hari Krishna, M,84,50,50,100,63,87
3133, lalitha kumari, F,62,87,72,56,87,85
3134, Manohar Sharma, M,88,74,55,98,55,79
3135, Anu Paul, F,62,83,100,79,78,73
3136, Neha Jagga, F,95,66,61,89,67,57
3137, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,58,81,66,89,90,90
3138, Subhashish Bhattacharjee, M,67,92,62,96,81,88
3139, A.B.C Sita, F,95,63,90,99,94,54
3140, Akansha Y, F,53,81,71,53,89,77
3141, Bernadtette Rostenkowski, F,94,88,71,82,50,61
3142, Paul George, M,68,59,96,98,83,70
3143, Subhash.K.U, M,97,53,88,51,54,66
3144, Dean Winchester, M,56,55,96,98,73,71
3145, Suhasini.M, F,74,91,97,93,86,98
3146, Anthony Kumar, M,65,73,73,55,62,77
3147, S. Devi, F,59,95,73,51,83,88
3148, Neha S. Swaminathan, F,93,59,67,76,78,84
3149, Priya Ram, F,75,70,67,82,82,73
3150, Pratap kumar, M,50,93,80,72,82,66
3151, Ashok Singh, M,52,76,71,86,96,66
3152, F A Khan, M,76,89,78,63,65,74
3153, Tushar Gupta, M,50,78,59,67,97,88
3154, Aby Abraham K, M,65,83,81,86,52,87
3155, Sam Manny, M,53,70,67,86,62,81
3156, G Chitra Shenai, F,77,61,63,50,93,61
3157, kumar, M,50,86,54,77,90,100
3158, Hari Krishnan, M,58,83,52,70,62,56
3159, Sachin Sharma, M,78,65,56,99,91,78
3160, Ankit Saxena, F,90,90,68,69,86,98
3201, Khasim, M,73,68,87,55,90,63
3202, Priya Ram, F,59,53,99,63,93,74
3203, Ankit Saxena, F,89,82,75,81,99,63
3204, S. Devi, F,71,75,99,62,58,99
3205, Sridhar, M,97,61,74,97,60,56
3206, Swapna.S.P, F,58,82,51,96,55,96
3207, Ashok Kumar, M,70,82,52,95,70,63
3208, Hari Krishna, M,84,86,52,74,64,69
3209, Anand, M,84,63,75,93,77,81
3210, Anthony Kumar, M,50,85,98,97,75,55
3211, S N Prathap Kumar, M,89,71,69,60,76,78
3212, Indranil Sarkar, M,84,90,72,86,65,81
3213, F A Khan, M,93,55,62,72,50,86
3214, Sunil Kumar .K., M,84,51,71,62,83,78
3215, G Chitra Shenai, F,89,89,76,77,81,85
3216, Deeksha Jiwani, F,76,72,94,55,99,61
3217, Annand Mukund Rao, M,78,77,54,84,80,71
3218, gopalkumari k s, F,85,98,65,67,61,98
3219, kumar, M,93,68,93,70,56,77
3220, Paul George, M,71,63,73,67,51,71
3221, Neha Mehta, M,95,59,89,96,60,100
3222, Subhashish Bhattacharjee, M,67,53,86,74,55,96
3223, D.P. Ravi Kiran, M,94,77,57,82,77,73
3224, Prabhanjan, M,95,57,66,54,86,50
3225, Sam Manny, M,82,64,99,87,81,92
3226, Subhash.K.U, M,61,99,63,81,63,97
3227, Shanaya Gurumurthi S, F,84,98,75,66,57,74
3228, Anuj Malhotra, M,84,67,92,96,66,93
3229, lakshmi gopal, M,95,89,80,57,79,71
3230, Hari Krishnan, M,51,58,51,51,97,76
3231, Aby Abraham K, M,83,61,66,95,56,90
3232, Ravi Kiran, M,70,70,85,59,59,66
3233, Priyanka Y, F,85,92,95,89,88,67
3234, Siva Kumar, M,85,92,75,76,85,97
3235, M.K Sharma, M,94,54,83,87,97,76
3236, Bernadtette Rostenkowski, F,56,55,56,57,60,87
3237, Ravichandra S, M,58,51,83,85,67,86
3238, A.B.C Sita, F,50,86,66,96,92,76
3239, Krishna Hari, M,78,96,70,81,80,85
3240, Neha Jagga, F,68,82,74,70,87,62
3241, Pratap kumar, M,72,87,70,97,86,79
3242, Dean Winchester, M,93,51,93,88,64,82
3243, Pallavi Singh, F,65,58,68,93,65,82
3244, Prathiban, M,100,96,98,62,64,78
3245, Manohar Sharma, M,76,56,71,56,84,62
3246, Sunita rani kumari, F,99,88,52,68,95,94
3247, Bob Joe, M,67,71,73,99,60,51
3248, vijay kumar t r, M,77,76,50,73,59,50
3249, Ravi kishan, M,63,86,87,99,86,84
